timestamp,machine_id,temperature,vibration,pressure,humidity,runtime_hours,failure
2025-04-14 19:27:31.304456,M_06,59.584,0.8383,45.729,31.608,0.0,0
2025-04-14 20:27:31.304456,M_06,61.641,0.7594,46.468,32.082,1.0,0
2025-04-14 21:27:31.304456,M_06,60.195,0.728,45.935,32.434,2.001,0
2025-04-14 22:27:31.304456,M_06,61.714,0.6889,46.71,32.033,3.001,0
2025-04-14 23:27:31.304456,M_06,57.929,0.7723,46.183,30.873,4.001,0
2025-04-15 00:27:31.304456,M_06,61.277,0.7417,46.882,31.426,5.002,0
2025-04-15 01:27:31.304456,M_06,62.463,0.7602,46.056,33.383,6.002,0
2025-04-15 02:27:31.304456,M_06,59.994,0.7711,46.471,30.633,7.002,0
2025-04-15 03:27:31.304456,M_06,63.277,0.7008,46.096,32.288,8.003,0
2025-04-15 04:27:31.304456,M_06,59.306,0.8348,47.407,32.315,9.003,0
2025-04-15 05:27:31.304456,M_06,59.852,0.8253,45.753,34.104,10.003,0
2025-04-15 06:27:31.304456,M_06,58.136,0.8302,46.202,31.622,11.004,0
2025-04-15 07:27:31.304456,M_06,60.118,0.761,45.507,32.577,12.004,0
2025-04-15 08:27:31.304456,M_06,59.067,0.8138,46.478,30.648,13.005,0
2025-04-15 09:27:31.304456,M_06,63.041,0.754,46.31,32.223,14.005,0
2025-04-15 10:27:31.304456,M_06,61.323,0.7521,46.143,34.823,15.005,0
2025-04-15 11:27:31.304456,M_06,62.497,0.8082,46.604,31.252,16.006,0
2025-04-15 12:27:31.304456,M_06,62.858,0.8716,46.273,31.923,17.006,0
2025-04-15 13:27:31.304456,M_06,59.33,0.7785,46.832,32.973,18.006,0
2025-04-15 14:27:31.304456,M_06,58.836,0.7644,46.034,32.859,19.007,0
2025-04-15 15:27:31.304456,M_06,62.685,0.8451,45.698,34.232,20.007,0
2025-04-15 16:27:31.304456,M_06,59.621,0.7755,47.066,31.818,21.007,0
2025-04-15 17:27:31.304456,M_06,61.187,0.8884,45.816,33.497,22.008,0
2025-04-15 18:27:31.304456,M_06,60.188,0.9214,46.963,32.192,23.008,0
2025-04-15 19:27:31.304456,M_06,60.89,0.8219,46.198,31.552,24.008,0
2025-04-15 20:27:31.304456,M_06,60.268,0.7619,45.9,31.632,25.009,0
2025-04-15 21:27:31.304456,M_06,61.32,0.7616,45.809,31.535,26.009,0
2025-04-15 22:27:31.304456,M_06,60.149,0.8344,46.98,31.815,27.009,0
2025-04-15 23:27:31.304456,M_06,61.868,0.8078,45.833,31.405,28.01,0
2025-04-16 00:27:31.304456,M_06,59.95,0.8429,45.626,31.331,29.01,0
2025-04-16 01:27:31.304456,M_06,61.991,0.7956,45.418,32.683,30.01,0
2025-04-16 02:27:31.304456,M_06,59.31,0.787,46.695,29.957,31.011,0
2025-04-16 03:27:31.304456,M_06,60.335,0.8452,47.305,32.567,32.011,0
2025-04-16 04:27:31.304456,M_06,59.747,0.7663,45.899,32.554,33.011,0
2025-04-16 05:27:31.304456,M_06,61.257,0.8477,46.007,32.884,34.012,0
2025-04-16 06:27:31.304456,M_06,60.272,0.9372,45.806,31.572,35.012,0
2025-04-16 07:27:31.304456,M_06,61.706,0.8588,46.059,32.812,36.013,0
2025-04-16 08:27:31.304456,M_06,61.311,0.8874,46.503,32.432,37.013,0
2025-04-16 09:27:31.304456,M_06,59.893,0.7984,45.755,32.404,38.013,0
2025-04-16 10:27:31.304456,M_06,60.344,0.8874,46.219,31.933,39.014,0
2025-04-16 11:27:31.304456,M_06,60.92,0.7813,46.064,31.892,40.014,0
2025-04-16 12:27:31.304456,M_06,60.627,0.782,47.24,32.232,41.014,0
2025-04-16 13:27:31.304456,M_06,61.175,0.7678,46.16,33.452,42.015,0
2025-04-16 14:27:31.304456,M_06,61.684,0.902,45.671,32.089,43.015,0
2025-04-16 15:27:31.304456,M_06,61.162,0.918,45.953,33.762,44.015,0
2025-04-16 16:27:31.304456,M_06,62.32,0.8427,46.805,31.863,45.016,0
2025-04-16 17:27:31.304456,M_06,60.246,0.9253,46.318,32.629,46.016,0
2025-04-16 18:27:31.304456,M_06,62.904,0.803,45.7,32.746,47.016,0
2025-04-16 19:27:31.304456,M_06,60.03,0.7859,46.453,32.57,48.017,0
2025-04-16 20:27:31.304456,M_06,63.014,0.8869,46.371,31.851,49.017,0
2025-04-16 21:27:31.304456,M_06,62.139,0.9174,45.934,32.099,50.017,0
2025-04-16 22:27:31.304456,M_06,63.076,0.8722,46.392,33.299,51.018,0
2025-04-16 23:27:31.304456,M_06,62.939,0.9086,45.976,32.185,52.018,0
2025-04-17 00:27:31.304456,M_06,63.248,0.9479,45.119,31.458,53.018,0
