timestamp,machine_id,temperature,vibration,pressure,humidity,runtime_hours,failure
2025-04-14 19:27:31.304456,M_09,73.635,0.2721,48.683,44.501,0.0,0
2025-04-14 20:27:31.304456,M_09,73.474,0.1768,49.563,46.299,1.0,0
2025-04-14 21:27:31.304456,M_09,73.122,0.2086,49.04,45.69,2.001,0
2025-04-14 22:27:31.304456,M_09,72.261,0.2883,49.331,45.954,3.001,0
2025-04-14 23:27:31.304456,M_09,73.163,0.1652,49.126,46.067,4.001,0
2025-04-15 00:27:31.304456,M_09,76.708,0.3589,49.473,45.456,5.002,0
2025-04-15 01:27:31.304456,M_09,73.012,0.2372,49.633,46.075,6.002,0
2025-04-15 02:27:31.304456,M_09,72.935,0.1849,49.357,43.866,7.002,0
2025-04-15 03:27:31.304456,M_09,72.126,0.2932,49.197,45.473,8.003,0
2025-04-15 04:27:31.304456,M_09,74.567,0.2355,48.512,46.151,9.003,0
2025-04-15 05:27:31.304456,M_09,73.018,0.3313,48.667,45.527,10.003,0
2025-04-15 06:27:31.304456,M_09,73.573,0.1711,48.705,44.482,11.004,0
2025-04-15 07:27:31.304456,M_09,72.298,0.2973,49.792,45.993,12.004,0
2025-04-15 08:27:31.304456,M_09,72.531,0.1845,49.757,45.918,13.005,0
2025-04-15 09:27:31.304456,M_09,72.93,0.2419,49.731,44.638,14.005,0
2025-04-15 10:27:31.304456,M_09,73.673,0.2729,49.194,43.509,15.005,0
2025-04-15 11:27:31.304456,M_09,74.78,0.3002,49.809,46.145,16.006,0
2025-04-15 12:27:31.304456,M_09,74.909,0.3085,49.562,44.969,17.006,0
2025-04-15 13:27:31.304456,M_09,75.888,0.25,50.311,45.811,18.006,0
2025-04-15 14:27:31.304456,M_09,74.468,0.1928,49.328,44.869,19.007,0
2025-04-15 15:27:31.304456,M_09,76.057,0.3117,49.065,46.416,20.007,0
2025-04-15 16:27:31.304456,M_09,75.178,0.324,48.577,47.337,21.007,0
2025-04-15 17:27:31.304456,M_09,74.339,0.3209,49.091,46.253,22.008,0
2025-04-15 18:27:31.304456,M_09,74.268,0.2026,49.171,44.518,23.008,0
2025-04-15 19:27:31.304456,M_09,72.328,0.261,49.403,46.226,24.008,0
2025-04-15 20:27:31.304456,M_09,72.697,0.3364,49.624,44.057,25.009,0
2025-04-15 21:27:31.304456,M_09,72.002,0.2928,48.425,45.179,26.009,0
2025-04-15 22:27:31.304456,M_09,75.577,0.3122,48.291,44.782,27.009,0
2025-04-15 23:27:31.304456,M_09,74.502,0.3242,48.896,46.546,28.01,0
2025-04-16 00:27:31.304456,M_09,74.88,0.3282,47.866,45.536,29.01,0
2025-04-16 01:27:31.304456,M_09,75.238,0.3619,49.278,45.221,30.01,0
2025-04-16 02:27:31.304456,M_09,73.807,0.2642,48.933,46.214,31.011,0
2025-04-16 03:27:31.304456,M_09,74.031,0.2426,49.033,46.865,32.011,0
2025-04-16 04:27:31.304456,M_09,73.64,0.3926,49.651,43.369,33.011,0
2025-04-16 05:27:31.304456,M_09,74.484,0.3534,49.301,47.81,34.012,0
2025-04-16 06:27:31.304456,M_09,73.756,0.3166,50.668,44.167,35.012,0
2025-04-16 07:27:31.304456,M_09,74.574,0.2861,49.504,46.035,36.013,0
2025-04-16 08:27:31.304456,M_09,73.484,0.4082,49.557,46.226,37.013,0
2025-04-16 09:27:31.304456,M_09,73.812,0.3255,49.077,47.173,38.013,0
2025-04-16 10:27:31.304456,M_09,74.577,0.3239,49.744,44.064,39.014,0
2025-04-16 11:27:31.304456,M_09,74.641,0.306,49.158,47.404,40.014,0
2025-04-16 12:27:31.304456,M_09,73.991,0.3184,49.654,47.331,41.014,0
2025-04-16 13:27:31.304456,M_09,72.634,0.3669,48.95,46.222,42.015,0
2025-04-16 14:27:31.304456,M_09,75.574,0.2945,48.443,47.447,43.015,0
2025-04-16 15:27:31.304456,M_09,72.867,0.3726,49.233,46.457,44.015,0
2025-04-16 16:27:31.304456,M_09,73.937,0.4348,49.632,46.087,45.016,0
2025-04-16 17:27:31.304456,M_09,73.647,0.3625,48.409,45.19,46.016,0
2025-04-16 18:27:31.304456,M_09,73.663,0.3854,49.047,47.248,47.016,0
2025-04-16 19:27:31.304456,M_09,74.882,0.2676,49.576,46.108,48.017,0
2025-04-16 20:27:31.304456,M_09,75.362,0.4835,48.256,46.495,49.017,0
2025-04-16 21:27:31.304456,M_09,74.02,0.4349,48.643,48.741,50.017,0
2025-04-16 22:27:31.304456,M_09,73.569,0.3673,49.45,46.983,51.018,0
2025-04-16 23:27:31.304456,M_09,74.17,0.3589,49.896,46.848,52.018,0
2025-04-17 00:27:31.304456,M_09,74.472,0.4995,49.072,48.629,53.018,0
2025-04-17 01:27:31.304456,M_09,75.29,0.4026,49.631,46.518,54.019,0
2025-04-17 02:27:31.304456,M_09,73.271,0.3812,49.61,47.36,55.019,0
2025-04-17 03:27:31.304456,M_09,73.545,0.428,49.386,45.857,56.019,0
2025-04-17 04:27:31.304456,M_09,72.781,0.3383,49.222,47.103,57.02,0
2025-04-17 05:27:31.304456,M_09,74.344,0.3551,48.335,44.85,58.02,0
2025-04-17 06:27:31.304456,M_09,72.983,0.4147,49.09,45.361,59.02,0
2025-04-17 07:27:31.304456,M_09,75.218,0.4369,49.522,47.246,60.021,0
2025-04-17 08:27:31.304456,M_09,75.902,0.4494,49.97,47.288,61.021,0
2025-04-17 09:27:31.304456,M_09,74.893,0.4734,49.368,48.21,62.022,0
