timestamp,machine_id,temperature,vibration,pressure,humidity,runtime_hours,failure
2025-04-14 19:27:31.304456,M_07,66.817,0.2573,78.974,54.156,0.0,0
2025-04-14 20:27:31.304456,M_07,68.223,0.3864,79.009,59.431,1.0,0
2025-04-14 21:27:31.304456,M_07,64.323,0.3329,78.283,57.051,2.001,0
2025-04-14 22:27:31.304456,M_07,66.35,0.4583,77.643,56.894,3.001,0
2025-04-14 23:27:31.304456,M_07,66.494,0.3274,78.141,54.091,4.001,0
2025-04-15 00:27:31.304456,M_07,66.38,0.3729,78.279,54.334,5.002,0
2025-04-15 01:27:31.304456,M_07,66.107,0.3529,78.147,57.412,6.002,0
2025-04-15 02:27:31.304456,M_07,68.301,0.3828,78.251,56.117,7.002,0
2025-04-15 03:27:31.304456,M_07,67.794,0.3695,78.392,55.747,8.003,0
2025-04-15 04:27:31.304456,M_07,65.856,0.4092,77.856,57.573,9.003,0
2025-04-15 05:27:31.304456,M_07,65.649,0.3425,78.146,52.636,10.003,0
2025-04-15 06:27:31.304456,M_07,66.886,0.2987,79.31,55.683,11.004,0
2025-04-15 07:27:31.304456,M_07,65.008,0.4148,78.242,57.241,12.004,0
2025-04-15 08:27:31.304456,M_07,64.881,0.3979,79.063,56.699,13.005,0
2025-04-15 09:27:31.304456,M_07,67.524,0.4114,78.461,54.68,14.005,0
2025-04-15 10:27:31.304456,M_07,67.506,0.388,77.723,57.54,15.005,0
2025-04-15 11:27:31.304456,M_07,66.457,0.3715,78.51,54.286,16.006,0
2025-04-15 12:27:31.304456,M_07,67.014,0.3262,77.946,54.884,17.006,0
2025-04-15 13:27:31.304456,M_07,65.106,0.3617,79.444,54.614,18.006,0
2025-04-15 14:27:31.304456,M_07,64.119,0.4351,78.371,55.277,19.007,0
2025-04-15 15:27:31.304456,M_07,66.076,0.3293,78.603,54.833,20.007,0
2025-04-15 16:27:31.304456,M_07,66.821,0.4015,78.802,55.795,21.007,0
2025-04-15 17:27:31.304456,M_07,65.822,0.4244,77.436,55.092,22.008,0
2025-04-15 18:27:31.304456,M_07,66.14,0.4305,77.779,55.501,23.008,0
2025-04-15 19:27:31.304456,M_07,66.834,0.3452,79.085,55.374,24.008,0
2025-04-15 20:27:31.304456,M_07,66.184,0.4625,78.535,55.351,25.009,0
2025-04-15 21:27:31.304456,M_07,66.94,0.42,78.74,56.699,26.009,0
2025-04-15 22:27:31.304456,M_07,67.692,0.3743,78.361,54.486,27.009,0
2025-04-15 23:27:31.304456,M_07,65.231,0.4301,77.74,56.917,28.01,0
2025-04-16 00:27:31.304456,M_07,68.447,0.448,78.383,55.175,29.01,0
2025-04-16 01:27:31.304456,M_07,64.324,0.4133,77.872,55.269,30.01,0
2025-04-16 02:27:31.304456,M_07,68.017,0.4555,77.887,55.344,31.011,0
2025-04-16 03:27:31.304456,M_07,63.87,0.4692,78.448,57.658,32.011,0
2025-04-16 04:27:31.304456,M_07,66.188,0.4388,79.042,55.141,33.011,0
2025-04-16 05:27:31.304456,M_07,68.14,0.3874,78.525,57.147,34.012,0
2025-04-16 06:27:31.304456,M_07,66.809,0.4555,77.519,57.634,35.012,0
2025-04-16 07:27:31.304456,M_07,66.466,0.4581,79.127,57.051,36.013,0
2025-04-16 08:27:31.304456,M_07,66.655,0.4302,78.384,56.586,37.013,0
2025-04-16 09:27:31.304456,M_07,68.213,0.5038,78.212,57.58,38.013,0
2025-04-16 10:27:31.304456,M_07,67.411,0.521,78.39,56.339,39.014,0
2025-04-16 11:27:31.304456,M_07,66.415,0.4122,78.519,56.938,40.014,0
2025-04-16 12:27:31.304456,M_07,66.249,0.5592,78.118,56.691,41.014,0
2025-04-16 13:27:31.304456,M_07,68.061,0.4928,77.625,55.79,42.015,0
2025-04-16 14:27:31.304456,M_07,67.209,0.522,78.764,57.079,43.015,0
2025-04-16 15:27:31.304456,M_07,67.518,0.4261,78.482,56.829,44.015,0
2025-04-16 16:27:31.304456,M_07,64.905,0.4792,78.414,56.414,45.016,0
2025-04-16 17:27:31.304456,M_07,68.856,0.5408,78.313,55.867,46.016,0
2025-04-16 18:27:31.304456,M_07,67.001,0.5554,78.876,57.669,47.016,0
2025-04-16 19:27:31.304456,M_07,68.391,0.5106,77.499,56.024,48.017,0
2025-04-16 20:27:31.304456,M_07,68.83,0.504,79.301,57.519,49.017,0
2025-04-16 21:27:31.304456,M_07,66.952,0.5678,78.701,55.121,50.017,0
2025-04-16 22:27:31.304456,M_07,67.306,0.4479,78.133,56.952,51.018,0
2025-04-16 23:27:31.304456,M_07,68.286,0.4642,78.112,57.401,52.018,0
2025-04-17 00:27:31.304456,M_07,67.788,0.478,78.475,57.411,53.018,0
2025-04-17 01:27:31.304456,M_07,67.587,0.5541,77.988,55.629,54.019,0
2025-04-17 02:27:31.304456,M_07,67.287,0.473,78.407,56.035,55.019,0
2025-04-17 03:27:31.304456,M_07,66.723,0.5253,79.267,57.032,56.019,0
2025-04-17 04:27:31.304456,M_07,66.978,0.5802,78.096,56.362,57.02,0
2025-04-17 05:27:31.304456,M_07,67.332,0.5355,78.039,54.42,58.02,0
2025-04-17 06:27:31.304456,M_07,68.61,0.5182,77.84,56.468,59.02,0
2025-04-17 07:27:31.304456,M_07,68.027,0.5578,78.141,54.683,60.021,0
2025-04-17 08:27:31.304456,M_07,65.989,0.7096,78.105,56.158,61.021,0
2025-04-17 09:27:31.304456,M_07,67.299,0.5119,78.453,54.387,62.022,0
2025-04-17 10:27:31.304456,M_07,66.409,0.5985,78.317,57.284,63.022,0
2025-04-17 11:27:31.304456,M_07,66.712,0.52,78.135,56.033,64.022,0
2025-04-17 12:27:31.304456,M_07,65.131,0.6464,78.518,57.375,65.023,0
2025-04-17 13:27:31.304456,M_07,67.945,0.5997,77.819,56.721,66.023,0
2025-04-17 14:27:31.304456,M_07,67.145,0.4727,79.598,55.575,67.023,0
2025-04-17 15:27:31.304456,M_07,68.263,0.5503,78.26,55.456,68.024,0
2025-04-17 16:27:31.304456,M_07,67.316,0.5747,78.117,54.522,69.024,0
2025-04-17 17:27:31.304456,M_07,67.025,0.6363,77.89,55.945,70.024,0
2025-04-17 18:27:31.304456,M_07,69.719,0.6175,78.642,56.151,71.025,0
2025-04-17 19:27:31.304456,M_07,65.377,0.5554,77.917,57.115,72.025,0
2025-04-17 20:27:31.304456,M_07,65.676,0.5831,78.215,57.366,73.025,0
2025-04-17 21:27:31.304456,M_07,68.366,0.5706,78.95,57.357,74.026,0
2025-04-17 22:27:31.304456,M_07,67.972,0.6122,78.618,56.209,75.026,0
2025-04-17 23:27:31.304456,M_07,65.489,0.579,78.379,56.161,76.026,0
2025-04-18 00:27:31.304456,M_07,65.503,0.5693,78.335,56.025,77.027,0
2025-04-18 01:27:31.304456,M_07,66.506,0.5226,78.304,56.908,78.027,0
2025-04-18 02:27:31.304456,M_07,68.751,0.6396,79.24,56.22,79.027,0
2025-04-18 03:27:31.304456,M_07,67.555,0.5854,77.718,56.118,80.028,0
