timestamp,machine_id,temperature,vibration,pressure,humidity,runtime_hours,failure
2025-04-14 19:27:31.304456,M_03,78.254,0.5784,46.553,23.238,0.0,0
2025-04-14 20:27:31.304456,M_03,76.681,0.5878,46.817,22.439,1.0,0
2025-04-14 21:27:31.304456,M_03,80.161,0.5428,46.724,21.283,2.001,0
2025-04-14 22:27:31.304456,M_03,78.783,0.5385,45.744,21.86,3.001,0
2025-04-14 23:27:31.304456,M_03,80.32,0.5217,46.607,23.863,4.001,0
2025-04-15 00:27:31.304456,M_03,80.986,0.5946,46.306,24.245,5.002,0
2025-04-15 01:27:31.304456,M_03,79.862,0.4901,45.807,22.397,6.002,0
2025-04-15 02:27:31.304456,M_03,80.209,0.6429,46.327,25.454,7.002,0
2025-04-15 03:27:31.304456,M_03,78.146,0.5928,46.22,23.95,8.003,0
2025-04-15 04:27:31.304456,M_03,80.893,0.5555,45.972,22.011,9.003,0
2025-04-15 05:27:31.304456,M_03,77.847,0.6617,45.858,23.68,10.003,0
2025-04-15 06:27:31.304456,M_03,79.371,0.5312,45.667,23.744,11.004,0
2025-04-15 07:27:31.304456,M_03,78.771,0.522,46.5,22.17,12.004,0
2025-04-15 08:27:31.304456,M_03,80.028,0.5632,46.189,21.227,13.005,0
2025-04-15 09:27:31.304456,M_03,79.869,0.5013,46.27,24.916,14.005,0
2025-04-15 10:27:31.304456,M_03,78.175,0.6039,46.352,22.088,15.005,0
2025-04-15 11:27:31.304456,M_03,79.32,0.5768,46.303,22.898,16.006,0
2025-04-15 12:27:31.304456,M_03,78.393,0.5807,45.61,23.564,17.006,0
2025-04-15 13:27:31.304456,M_03,79.329,0.5881,46.283,23.427,18.006,0
2025-04-15 14:27:31.304456,M_03,80.498,0.6494,46.443,22.636,19.007,0
2025-04-15 15:27:31.304456,M_03,78.266,0.5622,46.18,23.614,20.007,0
2025-04-15 16:27:31.304456,M_03,82.136,0.6571,45.676,24.066,21.007,0
2025-04-15 17:27:31.304456,M_03,79.549,0.5451,46.311,23.39,22.008,0
2025-04-15 18:27:31.304456,M_03,80.973,0.5681,46.339,23.878,23.008,0
2025-04-15 19:27:31.304456,M_03,82.88,0.595,45.769,22.995,24.008,0
2025-04-15 20:27:31.304456,M_03,78.214,0.5519,45.886,24.201,25.009,0
2025-04-15 21:27:31.304456,M_03,79.646,0.6705,46.971,23.094,26.009,0
2025-04-15 22:27:31.304456,M_03,79.87,0.6345,47.067,23.228,27.009,0
2025-04-15 23:27:31.304456,M_03,79.132,0.6867,45.384,23.084,28.01,0
2025-04-16 00:27:31.304456,M_03,81.599,0.6652,46.528,22.604,29.01,0
2025-04-16 01:27:31.304456,M_03,80.055,0.7102,45.191,24.473,30.01,0
2025-04-16 02:27:31.304456,M_03,81.833,0.6091,45.974,25.063,31.011,0
2025-04-16 03:27:31.304456,M_03,79.651,0.7001,47.116,21.479,32.011,0
2025-04-16 04:27:31.304456,M_03,80.758,0.6485,46.996,24.11,33.011,0
2025-04-16 05:27:31.304456,M_03,79.821,0.5748,46.248,23.043,34.012,0
2025-04-16 06:27:31.304456,M_03,79.856,0.7284,45.701,24.33,35.012,0
2025-04-16 07:27:31.304456,M_03,80.656,0.7594,46.91,24.17,36.013,0
2025-04-16 08:27:31.304456,M_03,81.094,0.6964,46.282,23.958,37.013,0
2025-04-16 09:27:31.304456,M_03,79.391,0.5278,45.498,24.677,38.013,0
2025-04-16 10:27:31.304456,M_03,79.423,0.6499,45.753,22.505,39.014,0
